Ticker,Description,Last,Change %,Change,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Yearly Performance,Country,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Dividends Paid (FY),Dividends per Share (FY),Dividends Yield (FY),EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Gap %,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Money Flow (14),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Shares Float,Total Assets (MRQ),Total Current Assets (MRQ),Total Debt (MRQ),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ)
OTIVF,On Track Innovations Ltd.,0.037,4.81586402,0.0017,72707,2690.159,2803689.551,,-0.1736,121,Electronic Technology,-90.51282051,Israel,1.151327,1.74806914,0,0,,-4749000,,19513800,-11.61473088,0,34.04138148,5101000,1324000,Electronic Equipment/Instruments,12742000,28.23112474,3500000,-6133000,-63.21296515,-40.46888522,0.70817585,5.89023,,0.20386438,0.14541188,0.65570976,-48.36719338,-200.1494582,-120.7998196,105305.7851,30727000.48,13658000,9457000,4753000,14280000,10939000,12742000,75775400
ISUN,"iSun, Inc.",5.13,-0.96525097,-0.05,121715,624397.95,60706008.31,,-0.5006,150,Industrial Services,-52.93577982,United States,5.02972979,0.37731757,0,0,,-5810780,,62120900,0.38610039,0,9.30914021,2343137,1302737,Engineering & Construction,21052211,21.10121126,-13437593,-980056,-15.55263324,-23.61708292,3.51870576,2.03313,73.7521,1.72022693,1.314526,4.82745471,-10.68354176,-19.38605973,-14.52652457,140348.0733,6175868.15,56596413,38165484,14022485,12577560,19432798,21052211,11833500
LINK,"Interlink Electronics, Inc.",9.875,-0.55387714,-0.055,5514,54450.75,65199666.74,222.9910714,0.0448,86,Electronic Technology,-20.9367494,United States,8.72789784,0.02422183,0,0,,889000,86.7727,55764800,-0.3021148,0,59.11304794,3609000,1292000,Computer Peripherals,6888000,53.61096657,-6426000,113000,3.793899,7.07510895,7.45973312,6.81616,251.657,8.4534709,9.5708493,7.93516699,2.92851843,3.32024678,3.27687369,80093.02326,1060850.085,10213000,8885000,221000,1182000,1089000,6888000,6602500
IPDN,"Professional Diversity Network, Inc.",0.926,-0.43010753,-0.004,47990,44438.74,14878275.23,,-0.1168,39,Technology Services,-63.54330709,United States,1.2096988,0.12274162,0,0,,-1866980,,15978200,0.3172043,1274785,77.45852565,3383552,1283975,Internet Software/Services,4456736,59.8043759,-3558511,-4351575,-24.93246074,-35.56856584,3.53998237,5.23017,,2.38915628,2.33760919,1.2096988,-15.45213057,-41.31455239,-34.46516666,114275.2821,7262821.283,9800120,5734380,533962,5327511,5449827,4456736,16067300
MEDS,"TRxADE HEALTH, Inc.",1.81,2.84090909,0.05,65276,118149.56,14781287.43,,-0.8431,43,Commercial Services,-68.84681583,United States,7.80512811,0.06616536,0,0,,-5947280,,36927500,1.70454545,0,38.32056159,5707322,1281041,Miscellaneous Commercial Services,17122520,57.48325379,-3266384,-2536051,-72.07060068,-64.11387568,1.76240209,8.70817,,1.6248246,0.85055365,7.66033097,-78.80766078,-88.62381303,-84.6031855,398198.1395,3313875.97,5514101,5111274,305505,1113544,896806,17122520,8166460
LGIQ,LOGIQ INC.,1.2001,-24.09234662,-0.3809,188481,226196.0481,31623541.22,,-1.2714,37,Technology Services,-79.8302521,United States,4.434778,0.00295704,0,0,,-19075520,,73947700,-1.96078431,5577926,16.25668446,4397400,1274455,Packaged Software,37910393,9.13803318,-5261272,-14509669,-71.35528393,-72.86474439,0.82656999,2.59018,,0.96362901,0.4247439,4.434778,-69.40288245,-84.56397424,-83.72030166,1024605.216,24601607.55,38085151,16525127,101571,6036595,3736258,37910393,26350800
INTV,"Integrated Ventures, Inc.",0.13958,-6.94666667,-0.01042,926638,129340.132,28634359.43,,-0.1346,1,Technology Services,-65.105,United States,0.29044409,0,0,0,,-21477540,,38821800,-5,0,47.88737183,872940,1264900,Packaged Software,1793316,57.07291012,-155729,-22433081,-446.4507082,-476.6519422,3.2150141,3.04605,,6.45454044,12.06701554,0.29044409,-249.3270716,-273.2025789,-267.4988674,1793316,190175782.2,16162494,170405,0,274083,586705,1793316,205147000
TOMZ,"TOMI Environmental Solutions, Inc.",1,-3.84615385,-0.04,144843,144843,19680954.81,,-0.3384,29,Producer Manufacturing,-76.13365155,United States,7.60778395,0.06394681,0,0,,-5542350,14.9112,18303000,-0.96153846,0,55.55776414,14322831,1244491,Industrial Machinery,25027637,80.35883711,-4688434,4391166,-60.44324547,-64.84371359,1.32041695,1.76327,19.3263,1.86394547,0.77945071,4.93434597,-31.86795252,-39.87875596,-36.935279,863021.9655,14065223.46,18072205,14840352,974311,3567311,2835932,25027637,19681000
NURO,"NeuroMetrix, Inc.",4.09,-4.43925234,-0.19,168910,690841.9,28598257.33,,-0.4119,23,Health Technology,32.79220779,United States,17.71099958,0.02305393,0,0,,-2208230,,11499100,-1.1682243,0,73.00247301,5921660,1242673,Medical Specialties,8253493,74.5115395,-22036889,-2281457,-27.64232065,-27.68048631,1.21145153,1.44453,,3.40762642,2.60707793,17.19364251,-13.87630792,-16.03072082,-15.60948259,358847.5217,6945594.767,24888192,24187859,535215,1672406,1672406,8253493,6992240
ACFN,"Acorn Energy, Inc.",0.535,-2.70958356,-0.0149,7022,3756.77,21233080,47.4137931,0.0116,23,Industrial Services,7,United States,0.82317944,-1.14043584,0,0,,242000,,24035800,-1.80032733,0,72.55701556,4131000,1242000,Engineering & Construction,5922000,70.44047212,-1545000,69000,6.97779792,1.28379399,,,32.524,3.31935508,3.68830632,0.70966207,8.22796082,,,257478.2609,29814736.86,5858000,3459000,471000,5720000,6271000,5922000,39688000
SAGE,"Sage Therapeutics, Inc.",34.724,-4.525708,-1.646,1221050,42399740.2,2050582323,,-7.8017,471,Health Technology,-50.85067233,United States,21.13604404,0.01066031,0,0,,-456694000,,781623000,-0.10998075,0,24.41344325,1573000,1222000,Pharmaceuticals: Other,6308000,4.60954444,-1723864000,-457892000,-7258.909322,-7306.737476,1.23121351,1.45005,,337.2489986,335.9493829,21.13604404,-22.98346557,-24.09092523,-23.89978305,13392.78132,50639519.31,1825288000,1800643000,18432000,96257000,96257000,6308000,59053800
ISR,"IsoRay, Inc.",0.3454,-1.84711566,-0.0065,3232857,1116628.808,49060708.69,,-0.0407,67,Health Technology,-65.8019802,United States,34.47371274,0.01012564,-9000,0,,-5499000,,-4651850,-0.53992612,0,46.37043966,5121000,1220000,Pharmaceuticals: Other,10053000,1.61044392,-59702000,-3387000,-52.88119738,-53.93826006,0.74531023,0.855448,,4.70084846,3.65659147,33.89485095,-13.66036368,-14.65191022,-14.4563216,150044.7761,140513638.2,67252000,63604000,652000,3010000,2861000,10053000,142040000
ESP,Espey Mfg. & Electronics Corp.,13.245,1.49425287,0.195,5833,77258.085,35796376.02,260.1593626,0.0502,150,Electronic Technology,-28.79032258,United States,4.84334606,0,-1201316,0.5,,474380,275.086,24443400,-0.38314176,0,14.30591186,3359607,1206817,Electronic Components,27734598,14.23044663,-10075282,-181543,0.48018099,-0.09801652,1.04334516,1.24875,,1.11275982,1.13312858,2.19535658,0.36521632,0.4498148,0.4498148,184897.32,1530756.119,38188353,35354392,0,7942893,7434229,27734598,2702630
ELSE,"Electro-Sensors, Inc.",4.8,-6.7961165,-0.35,16087,77217.6,16300800,74.69512195,0.066,37,Producer Manufacturing,3.00429185,United States,14.15642458,0.00107643,0,0,,601000,46.2786,7653070,0,0,53.63570039,3930000,1204000,Industrial Machinery,7621000,53.24343484,-9647000,-124000,2.72373541,3.14931907,1.30249521,1.3132,53.374,2.0492397,2.183185,12.50614525,1.63146395,1.73757902,1.73609766,205972.973,1987979.075,13909000,12670000,14000,568000,903000,7621000,3395521
SNOA,"Sonoma Pharmaceuticals, Inc.",3.03,-4.71698113,-0.15,54581,165380.43,9385953.332,,-2.6292,198,Health Technology,-55.50660793,United States,4.51303226,0.10833557,0,0,,-5463000,,6725800,-1.25786164,0,29.65484103,6559000,1203000,Pharmaceuticals: Other,18629000,67.80860144,-7319000,-4720000,-44.63842396,-45.16697365,1.23318998,0.854478,,0.77943461,0.33857749,3.77006452,-29.66629411,-47.46859698,-43.49929764,94085.85859,3081692.218,19347000,17488000,1210000,9624000,8178000,18629000,3097670
KNWN,"Know Labs, Inc.",2.0625,-2.25118483,-0.0475,19493,40204.3125,74375621.96,,-0.8016,10,Electronic Technology,-45.43650794,United States,0.7954072,-4.50358719,0,0,,-7573880,,63642600,0,0,24.24952889,-200807,1191368,Electronic Equipment/Instruments,0,47.46962555,3414078,-25360213,-584.1223744,-178.1432642,59.59137344,,,17.12231771,,0.7954072,-280.7209517,,,0,28316569.3,14884859,13858324,14147821,11647328,18026315,0,36060900
ACRX,"AcelRx Pharmaceuticals, Inc.",0.41185,-8.78183832,-0.03965,1980148,815523.9538,56348730.39,,-0.3287,54,Health Technology,-75.77352941,United States,3.03181019,-2.47267613,0,0,,-35662000,,179287000,1.88261351,0,-14.25154755,-616000,1181500,Pharmaceuticals: Other,5416000,41.3525208,57678000,-40379000,-1015.756894,-1056.724817,,,,14.69674914,6.8964356,2.94065612,-52.15180364,,-70.16043612,100296.2963,133059898,72263000,51753000,106377000,122045000,115284000,5416000,136819000
TAIT,Taitron Components Incorporated,3.55,-3.00546448,-0.11,53308,189243.4,20824939.49,9.25689479,0.3966,16,Distribution Services,-20.13498313,United States,8.02382486,0,-840000,0.145,4.965517,2080000,10.1098,15268100,0,0,48.08526012,3281000,1178000,Electronics Distributors,6696000,78.61060065,-7389000,1359000,27.84200385,22.85645472,1.59455608,1.57808,15.9206,2.5891772,3.16910807,5.48164842,15.52146621,17.10501979,17.00250037,418500,3091778.431,15753000,12461000,0,1019000,1553000,6696000,5866182
ESMC,Escalon Medical Corp.,0.092,-17.85714286,-0.02,6895,634.34,682210,5.26285714,0.0349,41,Health Technology,-64.13255361,United States,1.51754771,0.6563229,0,0,,141670,4.05328,1251520,-5.35714286,0,42.30827385,4427218,1161194,Medical Specialties,10471617,58.69357549,-190556,-52023,2.94355469,-1.70292783,0.83803458,0.738712,1.40772,0.06482349,0.06521933,1.008742,5.66594597,19.76618639,12.51553748,255405.2927,7274245.931,5237637,4311350,1131502,4222930,3513635,10471617,7415330
BNGO,"Bionano Genomics, Inc.",1.985,-7.24299065,-0.155,26102072,51812612.92,574030422.9,,-0.2409,147,Health Technology,-71.23188406,United States,12.4731685,0.03172776,0,0,,-56987550,,1214880000,0.46728972,7173000,27.11778249,1842257,1154000,Biotechnology,8502984,40.32734606,-239916000,-41106351,-390.6848779,-376.8165313,11.74941794,4.53186,,38.80120179,26.60541048,18.81295899,-33.1093948,-38.92260405,-36.44934746,57843.42857,283199337.1,377100000,272414000,10696000,25367352,39982000,8502984,289184000
SLGWD,Slang Worldwide Inc.,0.3115,11.6711598,0.032556,88176,27466.824,116060000,,-0.1007,,Health Technology,-85.9694544,Canada,,0.12537879,0,0,,-31155570,,83886200,-16.34414076,31640419.15,14.00372527,1647882.719,1153967.919,Pharmaceuticals: Other,19995194.09,37.80823481,3590181.947,-10483351.12,-129.0377283,-115.7569017,1.73325287,1.44206,,3.81159729,3.81171325,,-46.9336761,-74.44493116,-68.69604655,,262828803.3,95221438.21,,7211636.737,32072560.44,37702646.72,19995194.09,489702562
NGS,"Natural Gas Services Group, Inc.",12.73,1.19236884,0.15,333059,4239841.07,165982897.3,,-0.4112,229,Industrial Services,26.16451933,United States,4.48538125,0.00131275,0,0,,19178000,4.44067,112093000,1.51033386,0,7.29274648,7426000,1142000,Oilfield Services/Equipment,68055000,63.40241414,-24103000,1808000,-7.62894685,-8.64455215,0.72734939,0.548591,7.22828,2.53648895,2.68902799,3.10774086,-1.78962536,-2.18986174,-2.18751757,297183.4061,11050572.06,304306000,69649000,321000,61259000,59781000,68055000,13038700
CPSH,CPS Technologies Corp.,3.2301,2.54285714,0.0801,293083,946687.3983,46353396.52,17.4851592,0.1923,104,Producer Manufacturing,-76.64425163,United States,3.23431919,0.06047677,0,0,,469660,21.1716,74407500,-0.31746032,0,19.28843645,4169763,1139196,Miscellaneous Manufacturing,20872611,73.74633388,-3055350,908064,13.55942609,-0.44183412,6.78505612,5.80061,22.729,2.35313774,2.07206495,2.27906458,20.14095246,28.35972177,27.30408736,200698.1827,9803687.58,17471520,12775467,782387,1963263,4534537,20872611,14350500
PHUN,"Phunware, Inc.",2.7581,-7.75585284,-0.2319,16393656,45215342.61,267064945,,-0.4225,58,Technology Services,108.9469697,United States,0.24505051,0.2184261,0,0,,-14588000,,70554400,-1.6722408,25883000,52.20385675,6512000,1134000,Packaged Software,10001000,75.46834909,1174000,-22199000,-364.214876,-203.9944904,,5.38778,,29.63266116,12.74819718,0.24505051,-86.26939202,-643.8276114,-345.2634328,172431.0345,88554098.14,31950000,3639000,2845000,33815000,18925000,10001000,96829326
ECOR,"electroCore, Inc.",0.5375,-9.11396686,-0.0539,1264610,679727.875,38004329.6,,-0.3694,45,Health Technology,-72.57653061,United States,7.2984088,0.01882492,0,0,,-20351090,,40961500,0.16909029,0,60.88443299,1758293,1132047,Medical Specialties,3495832,60.98584131,-38222076,-23511050,-380.3760831,-427.4141621,1.05993703,1.96635,,7.6114833,5.97168372,7.10981294,-43.93604806,-54.10169795,-51.77927348,77685.15556,61215934.47,47570749,41884539,774012,7873581,6454389,3495832,70705700
CBAT,"CBAK Energy Technology, Inc.",1.225,-5.03875969,-0.065,984608,1206144.8,108663642,2.3619186,0.554,537,Producer Manufacturing,-74.53222453,China,1.20623261,0.01829222,0,0,,-4413960,,190566000,0.7751938,0,12.69386474,2714020,1131382,Electrical Products,37566152,12.81387673,-16149943,-7806898,119.2325793,-18.7836222,1.96407258,1.68613,,2.86248466,2.14528498,0.96165443,32.81380302,69.03805904,68.6428139,69955.59032,53731989.29,190706052,59581651,2235233,83055419,59676396,37566152,88705000
INTZ,Intrusion Inc.,3.74,4.46927374,0.16,487380,1822801.2,70285997.41,,-1.0746,63,Electronic Technology,-79.66286025,United States,2.22706653,0.5126162,-99000,0,,-18782000,,69031500,-2.23463687,0,62.44626265,3910000,1129000,Computer Communications,6619000,10.58632086,-3679000,-6518000,-261.8083484,-271.69602,4.33752628,11.2587,,9.68591041,8.64846654,2.22706653,-214.9982918,-470.1531565,-331.2686436,105063.4921,13907909.99,12777000,8837000,3474000,4221000,6000000,6619000,18793000
IONI,I-ON Digital Corp.,0.0999,42.71428571,0.0299,3000,299.7,3499530.905,0.77092511,0.0908,128,Non-Energy Minerals,-63.27205882,South Korea,3.64128441,0.03587972,0,0,,2791360,-0.245376,2025000,42.85714286,0,36.29762792,4393472,1121623,Precious Metals,10471502,5.56034356,-4587522,1620448,19.34894136,16.28202789,0.27817517,0.644395,2.09104,0.14921678,0.23417116,3.64128441,27.18721815,38.06156453,37.62981789,81808.60938,19724195.75,13032002,11053188,358671,3864246,3035519,10471502,35030300
MFON,Mobivity Holdings Corp.,0.98,7.45614035,0.068,33613,32940.74,54302481,,-0.0978,44,Technology Services,-49.48453608,United States,0.61236979,-2.32044993,0,0,,-4612490,,90488200,2.24780702,496352,51.62387925,7832501,1120182,Information Technology Services,13255887,44.07625886,2939318,-2918397,-51.61000466,-51.33763833,31.13087675,,,5.26134525,3.81294325,0.61236979,-77.34745835,,-1031.100761,301270.1591,36524239.96,7198565,3316923,3508214,6424189,8710433,13255887,55410700
NUWE,"Nuwellis, Inc.",0.96,-2.80449529,-0.0277,318789,306037.44,10116102.57,,-3.8423,64,Health Technology,-86.14718615,United States,8.50498942,0.0453617,0,0,,-18973000,,-12647400,1.2453174,0,56.99867836,4057000,1120000,Medical Specialties,7441000,14.32612066,-23028000,-15836000,-219.9927911,-234.0382074,0.16359688,0.773248,,0.83209403,0.21622488,7.88405797,-77.64579904,-92.6440317,-90.30859357,116265.625,10275666.88,30417000,28126000,1177000,3694000,4470000,7441000,10537600
PEYE,"Precision Optics Corp, Inc.",2.25,-4.25531915,-0.1,32063,72141.75,37721214,,-0.0656,52,Health Technology,48.02631579,United States,1.39406007,0.29551525,0,0,,-1370840,,39999600,-2.55319149,9649210,29.58731594,3441196,1119582,Medical Specialties,10674907,49.03532895,1452435,-102835,-8.57011048,-13.67878637,8.71012697,4.23706,,3.28234852,2.79937237,0.8458297,-8.56174494,-16.2645646,-13.60647386,205286.6731,4869142.775,16888747,6365716,2715633,2830173,7699262,10674907,16765000
THMO,"ThermoGenesis Holdings, Inc.",0.618,-3.4375,-0.022,2668145,1648913.61,7361483.018,,-1.0596,41,Health Technology,-73.92405063,United States,1.14563963,1.5885214,0,0,,-6672000,,25431200,4.53125,781000,41.90184744,1021000,1115000,Medical Specialties,9744000,37.9529522,2164000,-16351000,-131.1912048,-82.98764593,0.98222263,3.68562,,0.86081304,0.41080089,0.7697998,-57.78543258,-243.7098642,-140.0314542,237658.5366,10182111.35,22773000,16881000,9798000,14990000,16605000,9744000,11911800
MSGM,Motorsport Games Inc.,3,-12.02346041,-0.41,100155,300465,56020762.12,,-1.587,96,Technology Services,-85.1705388,United States,4.50614068,0.00123311,0,,,-27501600,,244844000,2.63929619,0,57.9036905,12523509,1107453,Packaged Software,19045529,7.61046567,-22107142,-1756647,-294.1467316,-296.5449601,,6.06654,,5.58002441,2.73540602,4.50614068,,,,198390.9271,4582670.131,55034020,27852050,55551,15771184,9984568,19045529,18673600
MNKD,MannKind Corporation,3.135,19.65648855,0.515,14759746,46271803.71,789387654.1,,-0.3243,349,Health Technology,-7.24852071,United States,4.54495439,-1.85656487,0,0,,-49886000,,1281790000,0.76335878,0,48.49420747,36585000,1081000,Biotechnology,75442000,52.26174588,184554000,-80926000,-107.2691604,-70.44351952,,,,10.78323639,10.70425705,4.39702993,-37.66023143,,-139.3605938,216166.1891,236045213,321161000,219744000,388670000,530510000,530510000,75442000,251256000
LGMK,"LogicMark, Inc.",2.36,,,205108,484054.88,20995688.7,,-2.1194,19,Electronic Technology,2.60869565,United States,4.53913321,0.00784741,0,0,,-1679840,248.383,11190500,,15479662,54.89666713,7438914,1075440,Computer Communications,11442803,,-15963176,-2864984,-68.52732042,-24.42988251,1.0200235,1.15133,,1.34854867,0.65504876,4.21268194,-22.06847021,-32.08827288,-26.57876145,602252.7895,7586224.219,38393515,17981808,268579,15981778,4168326,11442803,8896480
GHSI,"Guardion Health Sciences, Inc.",0.21945,15.86589229,0.03005,192748291,42298612.46,12503600.83,,-1.7688,13,Health Services,-91.46108949,United States,7.54604869,0.00856667,0,0,,-10529100,,20777500,2.95670539,11893134,14.36416653,-122267,1070519,Medical/Nursing Services,1889844,66.23197272,-10244753,-8571657,-282.9738019,-232.3403708,0.07156007,0.84661,,1.22499592,0.30301463,7.14372163,-53.56757059,-57.46220094,-57.08361121,145372.6154,54991693.41,38613170,14866629,313909,1345634,1970121,1889844,56977000
TARS,"Tarsus Pharmaceuticals, Inc.",18.72,6.18264322,1.09,63751,1193418.72,387073284.2,,-0.5125,20,Health Technology,-38.84351519,United States,18.04997588,0.00721774,0,0,,-8625000,,262312000,1.70164492,0,95.92337138,-246000,1059000,Pharmaceuticals: Major,0,56.42556169,-182508000,-26811000,-18.66146872,-16.17774171,2.38397849,2.48664,,7.08930867,,18.04997588,-7.48698677,-8.00009075,-7.95856341,0,9645406.96,190412000,187088000,1293000,5992000,11270000,0,20677000
AUVI,"Applied UV, Inc.",1.49,-11.30952381,-0.19,150699,224541.51,19631753.33,,-0.7788,37,Health Technology,-80.8974359,United States,5.41685132,0.0728871,0,0,,-5823980,,55953300,0,0,29.88070511,1009336,1051401,Medical Specialties,5732734,79.00100356,-10942258,-3368810,-75.91925016,-78.29228471,1.25429637,2.49878,,1.65757346,2.13429619,4.70083677,-33.17276817,-40.21489597,-37.63823224,154938.7568,7609546.481,32305137,17024167,2012068,4220325,4699867,5732734,13175700
STRS,Stratus Properties Inc.,39.63,3.77062058,1.44,56282,2230455.66,326757395.9,,-1.9141,73,Finance,47.37820751,United States,,2.4276071,-10000,0,,-13107000,,548041000,-0.23566379,0,-4.89567527,-6005000,1043000,Real Estate Development,61015000,53.07652149,249661000,-22790000,-29.89188164,-47.79210926,3.2413914,2.79136,,6.09485964,5.24836516,,-2.85924492,-15.368187,-3.52423006,835821.9178,6845766.94,559100000,,309282000,434252000,431698000,61015000,8245200
TBTC,"Table Trac, Inc.",3.4,1.49253731,0.05,3220,10948,15374759,12.95499022,0.2559,24,Electronic Technology,15.25423729,United States,4.26102035,0.11594676,0,0,,860370,,11738100,1.49552239,0,76.36895597,3327918,1042707,Electronic Equipment/Instruments,4401441,61.27847871,-3695956,306893,20.33048313,14.68777655,3.17832211,2.69148,,2.64369578,3.38231336,3.36151149,14.08963811,21.98722007,20.41469998,183393.375,3074663.793,8158557,7632182,664281,673393,2429367,4401441,4521990
VTNR,"Vertex Energy, Inc",6.495,-2.33082707,-0.155,7353885,47763483.08,411055337.8,,-0.3625,282,Industrial Services,357.3943662,United States,1.81326664,0.25571212,0,0,,9551370,,387658000,-1.80451128,0,17.01205656,10820052,1036681,Environmental Services,135028488,82.06049036,7506123,-27171357,-8.83271182,2.00126533,67.04905063,9.3015,,2.27757161,2.28510451,1.77476985,-12.59057209,-49.5278577,-30.81525661,478824.4255,45750831.91,144685626,113144368,19718825,60809023,67572248,135028488,63288000
